src_ip,dst_ip,src_port,dst_port,proto,dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sinpkt,dinpkt,smean,dmean,total_packets,total_bytes,total_load
59.166.0.6,149.171.126.8,26181,25,tcp,0.47675395011901855,52,42,38204,4052,197.1666935880311,641068.6265393312,67993.14403563422,0.00934143159903732,0.011614799499511719,734.6923076923077,96.47619047619048,94,42256,88632.72132187066
59.166.0.2,149.171.126.1,30302,22,tcp,0.010071039199829102,30,26,4104,5994,5560.4986624369685,3260040.930091617,4761375.568949599,0.0003472772137872104,0.00037387847900390627,136.8,230.53846153846155,56,10098,1002677.0623801519
59.166.0.0,149.171.126.7,56463,53,udp,0.0010788440704345703,2,2,178,210,3707.672044198895,1319931.2477348067,1557222.258563536,1.0013580322265625e-05,8.821487426757812e-06,89.0,105.0,4,388,359644.18828729284
59.166.0.0,149.171.126.9,30705,80,tcp,1.0066030025482178,12,18,1772,10456,29.803209332830253,14083.00985007339,83099.2951424195,0.09147507494146173,0.059183176826028264,147.66666666666666,580.8888888888889,30,12228,12147.788124061612
59.166.0.7,149.171.126.1,29853,53,udp,0.0010771751403808594,2,2,178,210,3713.4165559982293,1321976.2939353697,1559634.9535192563,3.0994415283203125e-05,5.9604644775390625e-06,89.0,105.0,4,388,360201.40593182825
59.166.0.7,149.171.126.9,51074,80,tcp,1.0049009323120117,12,18,1772,10456,29.8536890905036,14106.863218232635,83240.0461680815,0.09132198853926225,0.05907911412856158,147.66666666666666,580.8888888888889,30,12228,12168.363673289266
59.166.0.1,149.171.126.4,31169,22,tcp,0.012519121170043945,32,24,4240,5858,4473.1574396770075,2709455.363461502,3743393.7545182733,0.00040384261838851435,0.0004993003347645636,132.5,244.08333333333334,56,10098,806606.1397474719
59.166.0.2,149.171.126.1,52973,5190,tcp,0.004225969314575195,22,14,1822,1952,8518.755655853314,3449149.5122143864,3695246.8978279266,0.00020123663402739025,0.00027023828946627106,82.81818181818181,139.42857142857142,36,3774,893049.5512552891
175.45.176.1,149.171.126.18,54865,179,tcp,0.6977508068084717,10,8,650,482,25.797175473479445,7452.517359005173,5526.3282569853745,0.07120643721686469,0.09138257162911552,65.0,60.25,18,1132,1622.3557019988184
59.166.0.7,149.171.126.8,2405,5190,tcp,0.10952997207641602,22,16,1822,2088,346.93700070961813,133077.72953535247,152506.2015750911,0.00521571295601981,0.007258462905883789,82.81818181818181,130.5,38,3910,35697.99138880545
175.45.176.2,149.171.126.16,25160,8080,tcp,0.30585408210754395,10,6,1742,364,52.31252723438919,45564.21122115298,9520.879956658833,0.029005103641086154,0.05127701759338379,174.2,60.666666666666664,16,2106,6885.636397226477
59.166.0.8,149.171.126.1,3837,53,udp,0.0010459423065185547,2,2,178,210,3824.302712559836,1361451.7656713016,1606207.139275131,9.059906005859375e-06,5.9604644775390625e-06,89.0,105.0,4,388,370957.36311830406
59.166.0.8,149.171.126.2,5670,80,tcp,1.1137559413909912,14,18,1908,10456,28.731608793964845,13704.977394721232,75104.42538742411,0.0856476196875939,0.06548187311957865,136.28571428571428,580.8888888888889,32,12364,11101.175347768169
59.166.0.0,149.171.126.0,5846,5190,tcp,0.10668802261352539,22,16,1822,2088,356.1786887517263,136622.64650645165,156568.65307654833,0.005080382029215495,0.007068268458048503,82.81818181818181,130.5,38,3910,36648.912447875
59.166.0.6,149.171.126.6,42764,34339,tcp,0.0169069766998291,48,50,3742,31306,5796.423674079506,1770629.990890246,14813293.023733307,0.00035300153367062834,0.0003321024836326132,77.95833333333333,626.12,98,35048,2072990.376827944
59.166.0.6,149.171.126.8,44370,42330,tcp,0.0459132194519043,68,70,5102,60580,3005.670298171093,888981.4412329806,10555565.603664046,0.000680656575444919,0.0006583635357842929,75.02941176470588,865.4285714285714,138,65682,1430568.3806121284
59.166.0.0,149.171.126.6,45036,111,udp,0.004939079284667969,4,4,632,384,1619.7350839930489,1023672.5730836069,621978.2722533308,0.0012846787770589192,0.0011373360951741536,158.0,96.0,8,1016,205706.3556671172
59.166.0.0,149.171.126.6,10693,8335,udp,0.001898050308227539,4,4,600,368,4214.851400577817,2528910.8403466903,1551065.3154126366,0.0005199909210205078,0.0001926422119140625,150.0,92.0,8,968,509997.01946991583
59.166.0.0,149.171.126.6,41390,38150,tcp,0.004830121994018555,18,18,4032,2744,7453.227898711683,6678092.197245669,4544812.745347747,0.0002655982971191406,0.0002521206350887523,224.0,152.44444444444446,36,6776,1402863.117824177
59.166.0.6,149.171.126.4,37338,11534,tcp,0.038841962814331055,90,92,6614,85284,4685.654040450541,1362238.0581775773,17565332.711463034,0.00043295474534624077,0.0004200332767360813,73.4888888888889,927.0,182,91898,2365946.346205076
59.166.0.6,149.171.126.4,62500,34346,tcp,0.03925490379333496,38,40,3046,19906,1987.0128942525525,620763.2077839256,4056767.043383724,0.0010516707961623732,0.0009927688500820063,80.15789473684211,497.65,78,22952,584691.2813959562
59.166.0.1,149.171.126.5,35240,53,udp,0.0010459423065185547,2,2,178,210,3824.302712559836,1361451.7656713016,1606207.139275131,9.059906005859375e-06,6.9141387939453125e-06,89.0,105.0,4,388,370957.36311830406
59.166.0.1,149.171.126.7,15303,25,tcp,0.022439002990722656,52,42,38100,4052,4189.134429852523,13583491.215096265,1444627.4646606315,0.00043338887831744025,0.0005340285417510242,732.6923076923077,96.47619047619048,94,42152,1878514.834969612
59.166.0.4,149.171.126.1,14412,53,udp,0.0010869503021240234,2,2,178,210,3680.021057249397,1310087.4963807852,1545608.8440447466,9.059906005859375e-06,6.9141387939453125e-06,89.0,105.0,4,388,356962.0425531915
59.166.0.4,149.171.126.8,16116,80,tcp,1.0072450637817383,12,18,1772,10456,29.78421148808008,14074.032735167439,83046.32408516407,0.09153563326055353,0.05921735483057359,147.66666666666666,580.8888888888889,30,12228,12140.04460254144
175.45.176.1,149.171.126.18,40251,179,tcp,0.5595130920410156,10,8,650,482,32.17082898693011,9293.795040668698,6891.70647631125,0.05947266684638129,0.07196014268057686,65.0,60.25,18,1132,2023.1876896224935
59.166.0.2,149.171.126.6,16727,5190,tcp,0.0048410892486572266,22,14,1822,1952,7436.342969711894,3010892.642403349,3225720.3281950257,0.00023052805945986794,0.00029422686650202825,82.81818181818181,139.42857142857142,36,3774,779576.6213247968
59.166.0.5,149.171.126.4,17408,64367,tcp,0.01586318016052246,48,50,3742,31306,6177.828090478695,1887137.3644547982,15788007.036777636,0.0003305749690279048,0.00031191962105887275,77.95833333333333,626.12,98,35048,2209393.050154054
59.166.0.5,149.171.126.5,18862,17044,tcp,0.029858827590942383,68,70,5102,60580,4621.748780312528,1366965.9291104067,16231045.861526545,0.0004409676167502332,0.00042589851047681725,75.02941176470588,865.4285714285714,138,65682,2199751.473829619
175.45.176.2,149.171.126.16,63518,21,tcp,0.8454210758209229,16,8,9940,534,28.38822059965262,94059.63758684901,5053.103266738166,0.05636140505472819,0.11316643442426409,621.25,66.75,24,10474,12389.092606698398
59.166.0.3,149.171.126.4,63409,18670,tcp,0.015844106674194336,48,50,3742,31306,6185.265096681966,1889409.142186442,15807012.989120457,0.0003304481506347656,0.0003118369044089804,77.95833333333333,626.12,98,35048,2212052.766413362
59.166.0.3,149.171.126.9,20979,18939,tcp,0.02884697914123535,68,70,5102,60580,4783.863132577918,1414914.1856471035,16800372.670815665,0.0004258084653028801,0.00041017325028129244,75.02941176470588,865.4285714285714,138,65682,2276910.857057846
59.166.0.2,149.171.126.8,22037,22,tcp,0.15251779556274414,32,24,4240,5858,367.1702688422494,222400.27712730537,307269.06212541385,0.004919928889120778,0.006600131159243377,132.5,244.08333333333334,56,10098,66208.6674065899
59.166.0.4,149.171.126.3,61663,53,udp,0.0010461807250976562,2,2,164,196,3823.4311759343664,1254085.4257064722,1498785.0209662716,1.0013580322265625e-05,7.152557373046875e-06,82.0,98.0,4,360,344108.80583409296
59.166.0.4,149.171.126.0,61410,80,tcp,0.0039501190185546875,8,10,1170,984,4556.824722356349,2369548.8556253016,1992851.3452438435,0.0005163124629429408,0.0003776815202501085,146.25,98.4,18,2154,545300.0251086432
59.166.0.4,149.171.126.7,55098,6881,tcp,3.0613279342651367,292,560,21312,716042,278.3105953673402,55693.47801379113,1871193.1955682726,0.010518797484460156,0.005475497203137666,72.98630136986301,1278.6464285714285,852,737354,240860.83419775797
59.166.0.4,149.171.126.7,58246,6881,tcp,0.7318270206451416,236,438,17334,555224,920.9826652831646,189487.40083107862,6069456.134708365,0.0031099360039893616,0.001673545117236384,73.44915254237289,1267.6347031963471,674,572558,782367.9419424305
59.166.0.4,149.171.126.7,29687,6881,tcp,1.133699893951416,222,438,16382,555224,582.1646482647408,115600.25779239979,3917961.026280514,0.005128442971415109,0.002593068836482766,73.7927927927928,1267.6347031963471,660,571606,504195.16050911427
59.166.0.4,149.171.126.7,52098,6881,tcp,1.7249808311462402,234,438,17198,555224,389.5695464357478,79759.72690002368,2574980.498217162,0.007402008695152185,0.003946260674867259,73.4957264957265,1267.6347031963471,672,572422,331842.5281396482
59.166.0.4,149.171.126.7,31484,6881,tcp,2.30798602104187,228,438,16790,555224,288.5632728829764,58197.92614660869,1924531.5870651973,0.010165867826486999,0.005280329379118825,73.64035087719299,1267.6347031963471,666,572014,247841.18915147573
59.166.0.4,149.171.126.7,56275,6881,tcp,2.889678955078125,230,438,16926,555224,231.16754850088182,46859.184741627854,1537123.0053754924,0.012617326719792129,0.006611496687481005,73.59130434782608,1267.6347031963471,668,572150,197997.77376464003
59.166.0.6,149.171.126.2,55921,53,udp,0.0010480880737304688,2,2,178,210,3816.4731574158327,1358664.4440400363,1602918.7261146498,9.059906005859375e-06,9.059906005859375e-06,89.0,105.0,4,388,370197.89626933576
59.166.0.6,149.171.126.0,57549,80,tcp,1.0818390846252441,14,18,1908,10456,29.579260404596123,14109.307212992351,77320.18669761426,0.0831915415250338,0.06360553292667165,136.28571428571428,580.8888888888889,32,12364,11428.686738825827
175.45.176.1,149.171.126.18,34435,179,tcp,0.5107250213623047,10,6,650,364,31.328012787236666,10181.604155851915,5701.698327277073,0.05375488599141439,0.07340760231018066,65.0,60.666666666666664,16,1014,1985.4128103911237
59.166.0.3,149.171.126.7,27017,64795,tcp,0.15096616744995117,90,92,6614,85284,1205.5681287685684,350489.1254362774,4519370.210720818,0.0016922468549749824,0.0016527044904101026,73.4888888888889,927.0,182,91898,608732.4170196368
59.166.0.4,149.171.126.9,52610,53,udp,0.0010938644409179688,2,2,178,210,3656.760244115083,1301806.6469049696,1535839.3025283348,1.0013580322265625e-05,9.5367431640625e-07,89.0,105.0,4,388,354705.74367916305
59.166.0.4,149.171.126.8,49562,80,tcp,1.5062320232391357,360,746,24962,1099826,734.2826224219817,132579.83957249555,5841469.218718832,0.004194626901143109,0.0020210710947945612,69.33888888888889,1474.2975871313672,1106,1124788,746756.1322864159
59.166.0.3,149.171.126.6,56362,56292,tcp,0.052687883377075195,38,40,3046,19906,1480.416274113191,462497.2277896185,3022478.6002561213,0.0014155362103436444,0.0013364828549898588,80.15789473684211,497.65,78,22952,435621.9785057175
59.166.0.6,149.171.126.8,32321,28507,tcp,0.0679941177368164,50,50,3878,31306,1470.7154578734028,456274.7636506445,3683377.4499347797,0.0013808376935063576,0.0013761860983712332,77.56,626.12,100,35184,517456.52669817803
59.166.0.6,149.171.126.3,47359,31916,tcp,0.12169694900512695,68,70,5102,60580,1133.9643362315205,335390.4952726503,3982351.2747191605,0.0018116858468126896,0.0017502895299939141,75.02941176470588,865.4285714285714,138,65682,539717.7212489763
59.166.0.4,149.171.126.9,54102,53,udp,0.0010080337524414062,2,2,178,210,3968.1210974456008,1412651.1106906338,1666610.8609271522,2.1457672119140625e-06,9.5367431640625e-07,89.0,105.0,4,388,384907.7464522233
59.166.0.4,149.171.126.6,1486,80,tcp,1.0149610042572021,14,18,1908,10456,31.528304896225208,15039.001435499424,82414.98899873269,0.0780470738044152,0.05967405263115378,136.28571428571428,580.8888888888889,32,12364,12181.748804279014
59.166.0.1,149.171.126.9,2026,5190,tcp,0.006299018859863281,22,14,1822,1952,5715.175775927328,2314011.1697199093,2479116.2476911433,0.0002999532790411086,0.0004259989811823918,82.81818181818181,139.42857142857142,36,3774,599140.9271763816
59.166.0.0,149.171.126.4,3750,22,tcp,0.008297920227050781,30,26,4104,5994,6748.679002413515,3956654.0894150096,5778797.420066659,0.0002861351802431304,0.00030091285705566404,136.8,230.53846153846155,56,10098,1216931.4386852086
175.45.176.1,149.171.126.18,35540,179,tcp,0.6476860046386719,10,8,650,482,27.79124432377037,8028.5816935336625,5953.502117358808,0.06828610102335612,0.08385770661490304,65.0,60.25,18,1132,1747.7604763615589
59.166.0.6,149.171.126.0,43380,53,udp,554.1088409423828,4,4,356,420,0.014437596747949838,5.139784442270142,6.063790634138932,184.70258967081705,184.7026136716207,89.0,105.0,8,776,1.4004468845511342
59.166.0.6,149.171.126.9,45164,80,tcp,34.85608196258545,334,746,23194,1099836,30.98454958762356,5323.375134335858,252429.05985372997,0.10467197014404847,0.04678422396615048,69.44311377245509,1474.3109919571045,1080,1123030,32219.05437350823
59.166.0.9,149.171.126.4,45188,22,tcp,0.009543895721435547,32,24,4240,5858,5867.624881338996,3554104.2138396204,4910363.793554834,0.0003078676039172757,0.0003605199896770975,132.5,244.08333333333334,56,10098,1058058.5009243067
59.166.0.5,149.171.126.3,44060,111,udp,0.010334014892578125,4,4,632,384,774.1424880029531,489258.05241786636,297270.715393134,0.00308839480082194,0.002938985824584961,158.0,96.0,8,1016,98316.09597637504
59.166.0.5,149.171.126.3,39435,47180,udp,0.0074198246002197266,4,4,600,368,1078.1926030654543,646915.5618392725,396774.87792808714,0.00044163068135579425,0.0021136601765950522,150.0,92.0,8,968,130461.30497091995
59.166.0.5,149.171.126.3,10863,9558,tcp,0.006489992141723633,18,18,4032,2744,5547.002093971566,4970113.876198523,3382438.6101906616,0.0003629432005040786,0.0003525369307574104,224.0,152.44444444444446,36,6776,1044069.060798648
59.166.0.1,149.171.126.1,44885,38348,tcp,0.10001111030578613,90,92,6614,85284,1819.7978148980756,529061.2196806977,6821962.059154614,0.0011199324318532193,0.001092232190645658,73.4888888888889,927.0,182,91898,918877.9098544139
175.45.176.1,149.171.126.12,5585,80,tcp,0.7054450511932373,10,12,984,4288,31.18598672254872,11158.913067268342,48627.4585695596,0.07838278346591526,0.055934906005859375,98.4,357.3333333333333,22,5272,7473.296454603493
59.166.0.1,149.171.126.9,38192,44533,tcp,0.0444791316986084,40,40,3182,19906,1798.5962617724151,572313.3304959825,3580285.7186841695,0.0011322559454502203,0.0011155666449131109,79.55,497.65,80,23088,519074.881147519
59.166.0.9,149.171.126.2,41793,53,udp,0.0009918212890625,2,2,178,210,4032.9846153846156,1435742.523076923,1693853.5384615385,9.5367431640625e-07,8.821487426757812e-06,89.0,105.0,4,388,391199.5076923077
59.166.0.9,149.171.126.6,13756,80,tcp,1.1649069786071777,14,18,1908,10456,27.47000454771147,13103.192169258371,71806.59188771778,0.08957976561326247,0.06849147291744456,136.28571428571428,580.8888888888889,32,12364,10613.723007122018
59.166.0.5,149.171.126.0,63024,5190,tcp,0.05893898010253906,22,14,1822,1952,610.8012038445357,247306.62075660983,264951.9888676742,0.0028066181001209075,0.004471705510066106,82.81818181818181,139.42857142857142,36,3774,64032.3262030355
59.166.0.6,149.171.126.9,36720,53,udp,0.0010190010070800781,2,2,162,194,3925.413196069256,1271833.875526439,1523060.3200748714,9.5367431640625e-07,9.5367431640625e-07,81.0,97.0,4,356,349361.77445016376
59.166.0.6,149.171.126.8,19386,143,tcp,0.7728111743927002,122,126,9768,17108,320.906332901936,101116.55031568102,177098.88849310717,0.006384000305301887,0.006178520202636719,80.06557377049181,135.77777777777777,248,26876,34776.92985109852
175.45.176.1,149.171.126.18,28770,179,tcp,0.5076050758361816,10,6,650,364,31.520567389211152,10244.184401493623,5736.743264836429,0.053494665357801646,0.08387761116027832,65.0,60.666666666666664,16,1014,1997.6159582912567
59.166.0.4,149.171.126.8,16689,111,udp,0.005428791046142578,4,4,632,376,1473.6245937637243,931330.7432586737,554082.8472551603,0.0015232563018798828,0.0012816588083902996,158.0,94.0,8,1008,185676.69881422925
59.166.0.4,149.171.126.8,64165,10370,udp,0.0025839805603027344,4,4,592,368,3095.998523712862,1832831.1260380144,1139327.4567263334,0.0007110436757405599,0.00045299530029296875,148.0,92.0,8,960,371519.82284554344
59.166.0.4,149.171.126.8,63303,63986,tcp,0.30212903022766113,26,26,5360,3288,172.11189524163504,141926.11669156366,87062.14023915323,0.012073488235473632,0.012058115005493164,206.15384615384616,126.46153846153847,52,8648,28623.53211633961
59.166.0.7,149.171.126.6,20074,53,udp,0.0033860206604003906,2,2,178,210,1181.327700323898,420552.6613153077,496157.6341360372,9.059906005859375e-06,4.0531158447265625e-06,89.0,105.0,4,388,114588.78693141812
59.166.0.7,149.171.126.3,59764,25,tcp,0.28157997131347656,52,40,38100,3916,326.7277838365091,1082463.3534061736,111257.91317424084,0.0055143552667954385,0.007206488878299029,732.6923076923077,97.9,92,42016,149215.1583225518
59.166.0.5,149.171.126.9,65416,5190,tcp,0.0048999786376953125,22,14,1822,1952,7346.970805760997,2974706.8462436744,3186952.6695212144,0.00023333231608072916,0.00032338729271521937,82.81818181818181,139.42857142857142,36,3774,770207.4394706112
59.166.0.5,149.171.126.7,23034,5190,tcp,0.03094792366027832,22,14,1822,1952,1163.2444358845962,470984.7471514965,504589.5864103848,0.0014737106504894438,0.0023248379047100362,82.81818181818181,139.42857142857142,36,3774,121946.79169523517
59.166.0.2,149.171.126.1,61064,22,tcp,0.0073239803314208984,32,24,4240,5858,7646.115563657671,4631361.427129789,6398706.424558091,0.00023625743004583542,0.00028817549995754075,132.5,244.08333333333334,56,10098,1378758.481460985
175.45.176.0,149.171.126.13,54059,179,tcp,0.49628210067749023,10,6,710,364,32.239728126720465,11445.103484985766,5867.630519063125,0.05128245883517795,0.08419198989868164,71.0,60.666666666666664,16,1074,2164.091750506111
59.166.0.0,149.171.126.8,26457,111,udp,0.004549980163574219,4,4,632,384,1758.2494236009222,1111213.6357157829,675167.7786627541,0.0011852582295735676,0.001049041748046875,158.0,96.0,8,1016,223297.67679731714
59.166.0.0,149.171.126.8,28137,63114,udp,0.0017309188842773438,4,4,600,368,4621.82258953168,2773093.5537190083,1700830.7129476585,0.000446319580078125,0.00022236506144205728,150.0,92.0,8,968,559240.5333333333
59.166.0.0,149.171.126.8,56942,57640,tcp,0.2892909049987793,26,28,4576,3424,186.66331732837526,126543.90223624372,94686.69607886768,0.011558637619018555,0.010696852648699726,176.0,122.28571428571429,54,8000,27653.824789388927
59.166.0.2,149.171.126.6,57677,5190,tcp,0.0063631534576416016,22,14,1822,1952,5657.572183296489,2290688.1151036005,2454129.0892877216,0.00030300730750674294,0.00031223663916954625,82.81818181818181,139.42857142857142,36,3774,593102.1505489153
59.166.0.3,149.171.126.0,31015,5190,tcp,0.10091114044189453,22,14,1822,1952,356.7495109296589,144443.91309196412,154750.0100743765,0.004805292401994977,0.00770722902738131,82.81818181818181,139.42857142857142,36,3774,37399.24039579258
175.45.176.1,149.171.126.18,36358,179,tcp,0.6189069747924805,10,6,650,364,25.85202728627319,8401.908868038787,4705.068966101721,0.06458600362141927,0.10554137229919433,65.0,60.666666666666664,16,1014,1638.3722292675636
59.166.0.4,149.171.126.1,3830,22,tcp,0.006628990173339844,32,24,4240,5858,8447.742195367573,5116918.129765501,7069553.397209034,0.00021383839268838205,0.00025794817053753394,132.5,244.08333333333334,56,10098,1523308.940871817
10.40.85.10,10.40.198.10,36672,53,udp,4.999989986419678,4,0,384,0,0.8000016021760603,614.4012304712143,0.0,1.6666633288065593,0,96.0,0,4,384,76.80015380890178
59.166.0.3,149.171.126.5,1178,53,udp,0.0010402202606201172,2,2,178,210,3845.3394453357782,1368940.842539537,1615042.567041027,9.059906005859375e-06,7.152557373046875e-06,89.0,105.0,4,388,372997.92619757046
59.166.0.3,149.171.126.6,47035,80,tcp,1.1399099826812744,14,18,1908,10456,28.072392106550566,13390.53103482462,73381.23296652318,0.08765569100013146,0.06702205714057474,136.28571428571428,580.8888888888889,32,12364,10846.470500168474
59.166.0.3,149.171.126.2,49503,5190,tcp,0.004220008850097656,22,14,1822,1952,8530.78779661017,3454021.192316384,3700466.1731073447,0.00020095280238560269,0.0002676890446589543,82.81818181818181,139.42857142857142,36,3774,894310.9206779661
175.45.176.0,149.171.126.13,50865,179,tcp,0.3948509693145752,10,6,734,364,40.52161763151936,14871.433670767605,7374.934408936523,0.03954911231994629,0.06998801231384277,73.4,60.666666666666664,16,1098,2780.796009963016
59.166.0.8,149.171.126.6,48135,56772,tcp,0.061853885650634766,90,92,6614,85284,2942.4182181209862,855435.3448198771,11030382.211614514,0.0006915505012769378,0.0006700321868225768,73.4888888888889,927.0,182,91898,1485727.1945542989
59.166.0.8,149.171.126.3,43613,3706,tcp,0.012866973876953125,38,40,3046,19906,6062.03142603024,1893840.7921731398,12376492.058108509,0.00033926963806152344,0.00031586793752817006,80.15789473684211,497.65,78,22952,1783791.606285206
59.166.0.4,149.171.126.5,45149,53,udp,0.0010771751403808594,2,2,178,210,3713.4165559982293,1321976.2939353697,1559634.9535192563,1.0013580322265625e-05,9.059906005859375e-06,89.0,105.0,4,388,360201.40593182825
59.166.0.4,149.171.126.7,44865,25,tcp,0.02824091911315918,52,42,38204,4052,3328.5035668757546,10822310.661184793,1147837.9959983453,0.0005465114817899816,0.0006771203948230278,734.6923076923077,96.47619047619048,94,42256,1496268.5821478923
59.166.0.4,149.171.126.5,44109,43418,tcp,0.021850109100341797,48,50,3742,31306,4485.103463326277,1370061.8089605656,11462093.797787137,0.0004583013818619099,0.0004332649464509925,77.95833333333333,626.12,98,35048,1604019.450843463
59.166.0.4,149.171.126.5,39592,45743,tcp,0.04897594451904297,70,70,5238,60580,2858.5461980332975,855603.7134456236,9895470.210106123,0.0007051315860471864,0.0007013168887815614,74.82857142857142,865.4285714285714,140,65818,1343884.2404439684
175.45.176.1,149.171.126.10,13817,19255,udp,1.0967254638671875e-05,2,0,838,0,182361.04347826086,611274217.7391304,0.0,1.0967254638671875e-05,0,419.0,0,2,838,76409277.2173913
59.166.0.1,149.171.126.2,10631,5190,tcp,0.004224061965942383,22,14,1822,1952,8522.602246429982,3450706.953998984,3696915.4633402945,0.00020114580790201822,0.00027561187744140625,82.81818181818181,139.42857142857142,36,3774,893452.8021674098
175.45.176.1,149.171.126.18,25241,179,tcp,0.5966520309448242,10,6,650,364,26.81630023895722,8715.297577661097,4880.566643490214,0.06112035115559896,0.1036923885345459,65.0,60.666666666666664,16,1014,1699.4830276439138
59.166.0.0,149.171.126.2,41950,111,udp,0.004511117935180664,4,4,632,376,1773.3963321177528,1120786.4818984198,666797.020876275,0.0012103716532389324,0.0009960333506266277,158.0,94.0,8,1008,223447.93784683684
59.166.0.0,149.171.126.2,13661,9699,udp,0.001669168472290039,4,4,592,368,4792.805599200115,2837340.914726468,1763752.460505642,0.0004360675811767578,0.0002033710479736328,148.0,92.0,8,960,575136.6719040137
59.166.0.0,149.171.126.2,34230,13481,tcp,0.004822969436645508,18,18,4816,2744,7464.281180483465,7988439.592268526,4551552.790943694,0.0002630037419936236,0.00025182611802045037,267.55555555555554,152.44444444444446,36,7560,1567499.0479015275
59.166.0.0,149.171.126.1,13168,14590,tcp,0.016333818435668945,48,50,3742,31306,5999.821804434454,1832761.8932403042,15333095.625275511,0.00033993416644157245,0.0003197144488899075,77.95833333333333,626.12,98,35048,2145732.1898144768
59.166.0.0,149.171.126.6,34076,12722,tcp,0.028687000274658203,68,70,5102,60580,4810.54131414039,1422804.7411445954,16894063.35134057,0.000422495514599245,0.00040812768797943556,75.02941176470588,865.4285714285714,138,65682,2289608.5115606454
59.166.0.6,149.171.126.9,34595,53,udp,0.001046895980834961,2,2,178,210,3820.8189478478707,1360211.5454338419,1604743.9580961056,8.821487426757812e-06,5.9604644775390625e-06,89.0,105.0,4,388,370619.43794124346
59.166.0.6,149.171.126.2,36340,25,tcp,0.18883991241455078,52,40,38100,3916,487.18514440971046,1614065.5653921713,165897.1326529066,0.0036959414388619215,0.00482794566032214,732.6923076923077,97.9,92,42016,222495.33725563472
59.166.0.3,149.171.126.5,22271,22,tcp,0.006426095962524414,32,24,4240,5858,8714.46681259971,5278477.040774682,7292763.7983155865,0.00020729341814594885,0.0002475199492081352,132.5,244.08333333333334,56,10098,1571405.1048862836
175.45.176.0,149.171.126.13,49105,179,tcp,0.5596590042114258,10,6,782,364,28.588836916051086,11178.235234175974,5203.1683187212975,0.06218433380126953,0.09849419593811035,78.2,60.666666666666664,16,1146,2047.675444112159
59.166.0.3,149.171.126.8,19374,53,udp,0.001062154769897461,2,2,178,210,3765.929517396184,1340670.9081930416,1581690.3973063973,1.0013580322265625e-05,7.152557373046875e-06,89.0,105.0,4,388,365295.16318742983
59.166.0.3,149.171.126.9,65338,80,tcp,1.005568027496338,12,18,1772,10456,29.833884112936612,14097.504706166314,83184.82460929739,0.09138519113714044,0.05911911235136144,147.66666666666666,580.8888888888889,30,12228,12160.291164432963
59.166.0.0,149.171.126.2,64997,111,udp,0.004843950271606445,4,4,632,384,1651.5446178077473,1043776.1984544962,634193.133238175,0.0012739499409993489,0.0010943412780761719,158.0,96.0,8,1016,209746.1664615839
59.166.0.0,149.171.126.2,60398,33897,udp,0.001847982406616211,4,4,600,368,4329.045542510644,2597427.3255063863,1593088.759643917,0.0004680156707763672,0.00023929278055826822,150.0,92.0,8,968,523814.5106437879
59.166.0.0,149.171.126.2,23628,22272,tcp,0.1808919906616211,22,24,4304,3152,254.29539379688842,190345.63041770572,139398.10108657257,0.008598384403047107,0.007842696231344471,195.63636363636363,131.33333333333334,46,7456,41217.96643803478
59.166.0.3,149.171.126.8,58868,22,tcp,0.20824098587036133,32,24,4240,5858,268.919203229581,162888.20309906048,225046.95607412647,0.00671745115710843,0.009022609047267748,132.5,244.08333333333334,56,10098,48491.89489664837
59.166.0.2,149.171.126.1,24837,5190,tcp,0.0042879581451416016,22,14,1822,1952,8395.604336947456,3399286.911537392,3641826.592382541,0.00020418848310198103,0.00027553851787860575,82.81818181818181,139.42857142857142,36,3774,880139.1879899916
59.166.0.7,149.171.126.5,55871,59307,tcp,0.015861034393310547,48,50,3742,31306,6178.663860746175,1887392.666686709,15790142.924450591,0.0003307880239283785,0.0003111849025804169,77.95833333333333,626.12,98,35048,2209691.9488921626
59.166.0.7,149.171.126.1,57599,25766,tcp,0.028942108154296875,68,70,5102,60580,4768.139185448794,1410263.5434295505,16745151.991564518,0.0004274346935215281,0.00041150701218757075,75.02941176470588,865.4285714285714,138,65682,2269426.9418742587
59.166.0.6,149.171.126.7,28471,111,udp,0.00444483757019043,4,4,632,376,1799.8407981548035,1137499.3844338357,676740.1401062061,0.0011973381042480469,0.0009789466857910156,158.0,94.0,8,1008,226779.94056750523
59.166.0.6,149.171.126.7,29915,57421,udp,0.0017199516296386719,4,4,592,368,4651.293595785972,2753565.8087052954,1711676.0432492376,0.0004489421844482422,0.0002133051554361979,148.0,92.0,8,960,558155.2314943166
59.166.0.6,149.171.126.7,50478,29739,tcp,0.28420090675354004,24,26,5224,3288,175.93188062330907,147050.90310018667,92554.24375831043,0.012343043866364853,0.011347112655639648,217.66666666666666,126.46153846153847,50,8512,29950.643357312136
59.166.0.3,149.171.126.1,29604,53,udp,0.0010428428649902344,2,2,178,210,3835.6689529035207,1365498.1472336533,1610980.9602194787,8.821487426757812e-06,4.0531158447265625e-06,89.0,105.0,4,388,372059.8884316415
59.166.0.3,149.171.126.4,31103,80,tcp,1.016873836517334,12,18,1772,10456,29.502184954179032,13940.765797014732,82259.95890157226,0.09234081615101207,0.059783164192648494,147.66666666666666,580.8888888888889,30,12228,12025.090587323373
